H3K4me3_count	Gene_Name	Mean_Gene_Expression
0	A1CF	5.166666666666667
0	A2ML1	68.83333333333333
0	AAK1	6442.166666666667
0	AANAT	9.0
0	AARS2	349.1666666666667
0	ABCA10	16.333333333333332
0	ABCA13	57.16666666666666
0	ABCA2	268.6666666666667
0	ABCA3	45.16666666666666
0	ABCA8	38.333333333333336
0	ABCB11	34.0
0	ABCB5	415.8333333333333
0	ABCB8	449.8333333333333
0	ABCC1	2099.6666666666665
0	ABCC10	1402.5
0	ABCC2	59.5
0	ABCC5	647.5
0	ABCD2	106.0
0	ABCD3	434.0
0	ABCF1	2799.0
0	ABCG1	213.66666666666663
0	ABHD12	68.83333333333333
0	ABHD12B	66.5
0	ABHD16A	1019.3333333333334
0	ABI3BP	43.333333333333336
0	ABL1	268.0
0	ABLIM3	19.5
0	ABR	620.5
0	ACAA2	1383.8333333333333
0	ACACA	327.6666666666667
0	ACACB	520.3333333333334
0	ACBD4	147.33333333333334
0	ACCS	583.6666666666666
0	ACOT9	1456.3333333333333
0	ACOX1	1926.5
0	ACOX3	342.5
0	ACP6	1218.3333333333333
0	ACSBG1	126.66666666666669
0	ACSL1	251.5
0	ACSM2B	85.66666666666667
0	ACTA2	136.5
0	ACTB	41120.333333333336
0	ACTN4	938.5
0	ACTR1B	654.6666666666666
0	ACVR2A	1576.0
0	ADAM12	525.1666666666666
0	ADAM22	71.66666666666667
0	ADAM28	2734.0
0	ADAMTS8	7.333333333333333
0	ADAMTSL2	39.333333333333336
0	ADAR	2773.1666666666665
0	ADARB1	79.16666666666667
0	ADCY7	1013.3333333333334
0	ADCYAP1R1	0.8333333333333334
0	ADD1	2059.1666666666665
0	ADD3	2157.6666666666665
0	ADGRA3	69.66666666666667
0	ADGRB1	0.1666666666666666
0	ADGRD1	1069.8333333333333
0	ADGRE3	4.5
0	ADGRG1	133.33333333333334
0	ADGRV1	320.5
0	ADH5	1217.5
0	ADHFE1	286.6666666666667
0	ADIPOQ	82.83333333333333
0	ADIPOR2	381.3333333333333
0	ADM	16.5
0	ADNP	5364.0
0	ADORA2A	88.0
0	ADPRM	818.0
0	ADRM1	1164.3333333333333
0	AFAP1	58.5
0	AFAP1L1	819.3333333333334
0	AFMID	557.8333333333334
0	AGA	874.5
0	AGAP2	907.0
0	AGBL2	112.0
0	AGBL5	185.0
0	AGFG1	1350.0
0	AGO3	2378.1666666666665
0	AGPAT3	123.66666666666669
0	AGPAT4	249.83333333333331
0	AHCYL1	750.3333333333334
0	AHNAK	1320.5
0	AHR	4801.0
0	AHSP	2.0
0	AICDA	64.33333333333333
0	AIF1	53.833333333333336
0	AIFM1	764.5
0	AIM2	15.333333333333334
0	AIMP1	1419.6666666666667
