#Partially deleted in new
chr1	12602165	12602263
#Partially deleted in new
chr1	148522532	148522627
#Partially deleted in new
chr1	148522628	148523016
#Partially deleted in new
chr10	49941412	49941452
#Partially deleted in new
chr10	49941722	49941867
#Partially deleted in new
chr10	49942051	49942152
#Deleted in new
chr10	131900104	131900116
#Deleted in new
chr10	131900117	131900157
#Deleted in new
chr10	131900158	131900337
#Deleted in new
chr10	131900386	131900449
#Deleted in new
chr10	131900450	131901002
#Deleted in new
chr17	64344289	64344756
#Deleted in new
chr17	64348242	64348326
#Deleted in new
chr17	64379085	64379303
#Deleted in new
chr17	64379304	64379348
#Deleted in new
chr17	64384268	64384450
#Deleted in new
chr17	64385237	64385431
#Deleted in new
chr17	64420323	64420445
#Deleted in new
chr2	233142471	233142517
#Deleted in new
chr2	233142586	233142684
#Deleted in new
chr7	50331883	50331949
#Deleted in new
chr7	50332019	50332118
#Deleted in new
chr7	50333449	50333489
#Deleted in new
chr7	50336333	50336384
#Deleted in new
chr7	50340034	50340117
#Deleted in new
chr7	50340271	50340272
#Deleted in new
chr7	50340273	50340338
#Deleted in new
chr7	50340436	50340440
#Deleted in new
chr7	50340441	50340483
#Deleted in new
chr7	50341888	50341933
#Deleted in new
chr7	50342698	50342905
#Partially deleted in new
chr7	50342906	50342974
#Deleted in new
chr7	142795589	142795629
#Deleted in new
chr7	142795675	142795715
