#Partially deleted in new
chr1	146006884	146007153
#Deleted in new
chr17	143753	143796
#Deleted in new
chr17	143882	144152
#Deleted in new
chr17	144284	144327
#Deleted in new
chr17	64337185	64337225
#Deleted in new
chr17	64342760	64342805
#Deleted in new
chr17	64344282	64344439
#Deleted in new
chr17	64348058	64348490
#Deleted in new
chr17	64420101	64420147
#Deleted in new
chr17	64420273	64420456
#Deleted in new
chr17	64420541	64420614
#Deleted in new
chr2	233141987	233142160
#Deleted in new
chr2	233142435	233142819
#Deleted in new
chr22	17369665	17369932
#Partially deleted in new
chr22	49970647	49971317
#Deleted in new
chr3	51434800	51434993
#Deleted in new
chr3	51435121	51435176
#Deleted in new
chr3	57397311	57397414
#Deleted in new
chr3	57397518	57397772
#Deleted in new
chr7	50331722	50331813
#Deleted in new
chr7	50331871	50332138
#Deleted in new
chr7	50332955	50333050
#Deleted in new
chr7	50333376	50333680
#Deleted in new
chr7	50336181	50336351
#Deleted in new
chr7	50338637	50338815
#Deleted in new
chr7	50338939	50338985
#Deleted in new
chr7	50339989	50340497
#Deleted in new
chr7	50341861	50341959
#Deleted in new
chr7	50342229	50342269
#Partially deleted in new
chr7	50342674	50342972
#Partially deleted in new
chr7	142785756	142786259
#Partially deleted in new
chrX	150546516	150546570
