#Deleted in new
chr17	64344493	64344880
#Deleted in new
chr17	64379352	64379582
#Deleted in new
chr17	64442169	64442497
#Partially deleted in new
chr7	50330897	50331053
#Deleted in new
chr7	50331857	50332007
#Deleted in new
chr7	50332436	50332808
#Deleted in new
chr7	50336603	50336836
#Deleted in new
chr7	50338411	50338609
#Deleted in new
chr7	50338695	50339012
#Partially deleted in new
chr7	50342760	50343041
#Deleted in new
chr7	142786431	142786609
#Deleted in new
chr7	142787421	142787618
#Deleted in new
chr7	142788264	142788705
#Deleted in new
chr7	142789622	142789811
#Deleted in new
chr7	142790034	142790192
#Deleted in new
chr7	142794077	142794260
